received_timestamp,cardIndex,currentReward,finalKontostand,klickZeiten,timestamp,,values
2025-01-30T15:15:11.047091+00:00,,,,,,,"{""EDA"": -0.012000000104308128, ""ECG"": -0.8740000128746033}"
2025-01-30T15:15:11.048102+00:00,,,,,,,"{""EDA"": 0.17800000309944153, ""ECG"": 0.14300000667572021}"
2025-01-30T15:15:12.040325+00:00,,,,,,,"{""EDA"": 0.22200000286102295, ""ECG"": 1.0360000133514404}"
2025-01-30T15:15:12.040806+00:00,,,,,,,"{""EDA"": 0.3720000088214874, ""ECG"": 0.328000009059906}"
2025-01-30T15:15:12.041817+00:00,,,,,,,"{""EDA"": 0.6639999747276306, ""ECG"": -0.8960000276565552}"
2025-01-30T15:15:12.043429+00:00,,,,,,,"{""EDA"": 0.8840000033378601, ""ECG"": -0.7049999833106995}"
2025-01-30T15:15:12.043429+00:00,,,,,,,"{""EDA"": 1.159999966621399, ""ECG"": 0.45100000500679016}"
2025-01-30T15:15:13.037859+00:00,,,,,,,"{""EDA"": 1.3669999837875366, ""ECG"": 0.9570000171661377}"
2025-01-30T15:15:13.038419+00:00,,,,,,,"{""EDA"": 1.7209999561309814, ""ECG"": 0.014000000432133675}"
2025-01-30T15:15:13.038941+00:00,,,,,,,"{""EDA"": 1.9470000267028809, ""ECG"": -0.9269999861717224}"
2025-01-30T15:15:13.039497+00:00,,,,,,,"{""EDA"": 2.2769999504089355, ""ECG"": -0.5529999732971191}"
2025-01-30T15:15:13.039497+00:00,,,,,,,"{""EDA"": 2.6500000953674316, ""ECG"": 0.7059999704360962}"
2025-01-30T15:15:14.043535+00:00,,,,,,,"{""EDA"": 2.941999912261963, ""ECG"": 0.8149999976158142}"
2025-01-30T15:15:14.044543+00:00,,,,,,,"{""EDA"": 3.3589999675750732, ""ECG"": -0.32100000977516174}"
2025-01-30T15:15:14.044543+00:00,,,,,,,"{""EDA"": 3.562000036239624, ""ECG"": -1.0490000247955322}"
2025-01-30T15:15:14.044543+00:00,,,,,,,"{""EDA"": 3.9030001163482666, ""ECG"": -0.2070000022649765}"
2025-01-30T15:15:14.047849+00:00,,,,,,,"{""EDA"": 4.2779998779296875, ""ECG"": 0.8669999837875366}"
2025-01-30T15:15:15.044953+00:00,,,,,,,"{""EDA"": 4.419000148773193, ""ECG"": 0.6539999842643738}"
2025-01-30T15:15:15.046293+00:00,,,,,,,"{""EDA"": 4.684999942779541, ""ECG"": -0.5220000147819519}"
2025-01-30T15:15:15.047848+00:00,,,,,,,"{""EDA"": 4.7870001792907715, ""ECG"": -0.9539999961853027}"
2025-01-30T15:15:15.048698+00:00,,,,,,,"{""EDA"": 4.801000118255615, ""ECG"": 0.0560000017285347}"
2025-01-30T15:15:16.039596+00:00,,,,,,,"{""EDA"": 4.895999908447266, ""ECG"": 0.9670000076293945}"
2025-01-30T15:15:16.041588+00:00,,,,,,,"{""EDA"": 4.901000022888184, ""ECG"": 0.47099998593330383}"
2025-01-30T15:15:16.041588+00:00,,,,,,,"{""EDA"": 5.085999965667725, ""ECG"": -0.7889999747276306}"
2025-01-30T15:15:16.042596+00:00,,,,,,,"{""EDA"": 4.926000118255615, ""ECG"": -0.859000027179718}"
2025-01-30T15:15:16.043533+00:00,,,,,,,"{""EDA"": 4.853000164031982, ""ECG"": 0.3490000069141388}"
2025-01-30T15:15:17.032241+00:00,,,,,,,"{""EDA"": 4.736999988555908, ""ECG"": 1.034000039100647}"
2025-01-30T15:15:17.032241+00:00,,,,,,,"{""EDA"": 4.5279998779296875, ""ECG"": 0.050999999046325684}"
2025-01-30T15:15:17.034012+00:00,,,,,,,"{""EDA"": 4.354000091552734, ""ECG"": -0.9079999923706055}"
2025-01-30T15:15:17.034012+00:00,,,,,,,"{""EDA"": 4.02400016784668, ""ECG"": -0.5400000214576721}"
2025-01-30T15:15:17.034012+00:00,,,,,,,"{""EDA"": 3.802999973297119, ""ECG"": 0.6449999809265137}"
2025-01-30T15:15:18.036233+00:00,,,,,,,"{""EDA"": 3.5230000019073486, ""ECG"": 0.859000027179718}"
2025-01-30T15:15:18.036550+00:00,,,,,,,"{""EDA"": 3.2829999923706055, ""ECG"": -0.1850000023841858}"
2025-01-30T15:15:18.036550+00:00,,,,,,,"{""EDA"": 2.9590001106262207, ""ECG"": -0.9679999947547913}"
2025-01-30T15:15:18.037566+00:00,,,,,,,"{""EDA"": 2.494999885559082, ""ECG"": -0.2939999997615814}"
2025-01-30T15:15:18.037566+00:00,,,,,,,"{""EDA"": 2.2170000076293945, ""ECG"": 0.871999979019165}"
2025-01-30T15:15:19.039946+00:00,,,,,,,"{""EDA"": 1.9550000429153442, ""ECG"": 0.753000020980835}"
2025-01-30T15:15:19.041896+00:00,,,,,,,"{""EDA"": 1.6679999828338623, ""ECG"": -0.453000009059906}"
2025-01-30T15:15:19.041896+00:00,,,,,,,"{""EDA"": 1.3450000286102295, ""ECG"": -1.0049999952316284}"
2025-01-30T15:15:19.041896+00:00,,,,,,,"{""EDA"": 0.9879999756813049, ""ECG"": 0.07599999755620956}"
2025-01-30T15:15:20.040891+00:00,,,,,,,"{""EDA"": 0.7770000100135803, ""ECG"": 0.9919999837875366}"
2025-01-30T15:15:20.042680+00:00,,,,,,,"{""EDA"": 0.4959999918937683, ""ECG"": 0.4309999942779541}"
2025-01-30T15:15:20.043426+00:00,,,,,,,"{""EDA"": 0.44200000166893005, ""ECG"": -0.7160000205039978}"
2025-01-30T15:15:20.043938+00:00,,,,,,,"{""EDA"": 0.17499999701976776, ""ECG"": -0.8859999775886536}"
2025-01-30T15:15:20.044449+00:00,,,,,,,"{""EDA"": 0.07100000232458115, ""ECG"": 0.31200000643730164}"
2025-01-30T15:15:21.026940+00:00,,,,,,,"{""EDA"": 0.10199999809265137, ""ECG"": 0.9509999752044678}"
2025-01-30T15:15:21.027551+00:00,,,,,,,"{""EDA"": -0.013000000268220901, ""ECG"": 0.2150000035762787}"
2025-01-30T15:15:21.027551+00:00,,,,,,,"{""EDA"": -0.04600000008940697, ""ECG"": -0.8759999871253967}"
2025-01-30T15:15:21.028570+00:00,,,,,,,"{""EDA"": 0.027000000700354576, ""ECG"": -0.6980000138282776}"
2025-01-30T15:15:21.028570+00:00,,,,,,,"{""EDA"": 0.2639999985694885, ""ECG"": 0.5350000262260437}"
2025-01-30T15:15:22.030721+00:00,,,,,,,"{""EDA"": 0.2720000147819519, ""ECG"": 0.9190000295639038}"
2025-01-30T15:15:22.031252+00:00,,,,,,,"{""EDA"": 0.574999988079071, ""ECG"": -0.07699999958276749}"
2025-01-30T15:15:22.031252+00:00,,,,,,,"{""EDA"": 0.7839999794960022, ""ECG"": -0.9940000176429749}"
2025-01-30T15:15:22.032812+00:00,,,,,,,"{""EDA"": 0.9150000214576721, ""ECG"": -0.39100000262260437}"
2025-01-30T15:15:22.033467+00:00,,,,,,,"{""EDA"": 1.3200000524520874, ""ECG"": 0.8119999766349792}"
2025-01-30T15:15:23.021504+00:00,,,,,,,"{""EDA"": 1.6139999628067017, ""ECG"": 0.8309999704360962}"
2025-01-30T15:15:23.023169+00:00,,,,,,,"{""EDA"": 1.7510000467300415, ""ECG"": -0.37299999594688416}"
2025-01-30T15:15:23.023169+00:00,,,,,,,"{""EDA"": 2.1519999504089355, ""ECG"": -0.9520000219345093}"
2025-01-30T15:15:23.023169+00:00,,,,,,,"{""EDA"": 2.489000082015991, ""ECG"": -0.07199999690055847}"
2025-01-30T15:15:24.025427+00:00,,,,,,,"{""EDA"": 2.8510000705718994, ""ECG"": 0.9330000281333923}"
2025-01-30T15:15:24.026086+00:00,,,,,,,"{""EDA"": 3.121000051498413, ""ECG"": 0.5730000138282776}"
2025-01-30T15:15:24.026460+00:00,,,,,,,"{""EDA"": 3.436000108718872, ""ECG"": -0.625}"
2025-01-30T15:15:24.026460+00:00,,,,,,,"{""EDA"": 3.6480000019073486, ""ECG"": -0.8960000276565552}"
2025-01-30T15:15:24.027459+00:00,,,,,,,"{""EDA"": 3.9560000896453857, ""ECG"": 0.2160000056028366}"
2025-01-30T15:15:25.023580+00:00,,,,,,,"{""EDA"": 4.2870001792907715, ""ECG"": 1.00600004196167}"
2025-01-30T15:15:25.025440+00:00,,,,,,,"{""EDA"": 4.574999809265137, ""ECG"": 0.20100000500679016}"
2025-01-30T15:15:25.025440+00:00,,,,,,,"{""EDA"": 4.625999927520752, ""ECG"": -0.8569999933242798}"
2025-01-30T15:15:25.025440+00:00,,,,,,,"{""EDA"": 4.8420000076293945, ""ECG"": -0.6349999904632568}"
2025-01-30T15:15:25.025440+00:00,,,,,,,"{""EDA"": 4.928999900817871, ""ECG"": 0.5619999766349792}"
2025-01-30T15:15:26.026327+00:00,,,,,,,"{""EDA"": 4.910999774932861, ""ECG"": 0.9909999966621399}"
2025-01-30T15:15:26.026638+00:00,,,,,,,"{""EDA"": 5.090000152587891, ""ECG"": -0.10599999874830246}"
2025-01-30T15:15:26.026638+00:00,,,,,,,"{""EDA"": 5.067999839782715, ""ECG"": -0.9850000143051147}"
2025-01-30T15:15:26.026638+00:00,,,,,,,"{""EDA"": 4.946000099182129, ""ECG"": -0.43700000643730164}"
2025-01-30T15:15:26.027644+00:00,,,,,,,"{""EDA"": 4.705999851226807, ""ECG"": 0.7829999923706055}"
2025-01-30T15:15:27.026406+00:00,,,,,,,"{""EDA"": 4.559000015258789, ""ECG"": 0.7940000295639038}"
2025-01-30T15:15:27.028070+00:00,,,,,,,"{""EDA"": 4.429999828338623, ""ECG"": -0.40700000524520874}"
2025-01-30T15:15:27.028070+00:00,,,,,,,"{""EDA"": 4.170000076293945, ""ECG"": -1.0069999694824219}"
2025-01-30T15:15:27.029634+00:00,,,,,,,"{""EDA"": 3.9179999828338623, ""ECG"": -0.07400000095367432}"
2025-01-30T15:15:28.025883+00:00,,,,,,,"{""EDA"": 3.640000104904175, ""ECG"": 0.9940000176429749}"
2025-01-30T15:15:28.027541+00:00,,,,,,,"{""EDA"": 3.4210000038146973, ""ECG"": 0.5590000152587891}"
2025-01-30T15:15:28.027541+00:00,,,,,,,"{""EDA"": 3.072999954223633, ""ECG"": -0.6589999794960022}"
2025-01-30T15:15:28.027541+00:00,,,,,,,"{""EDA"": 2.7690000534057617, ""ECG"": -0.8659999966621399}"
2025-01-30T15:15:28.029252+00:00,,,,,,,"{""EDA"": 2.390000104904175, ""ECG"": 0.23000000417232513}"
2025-01-30T15:15:29.033756+00:00,,,,,,,"{""EDA"": 2.1530001163482666, ""ECG"": 0.9629999995231628}"
2025-01-30T15:15:29.035355+00:00,,,,,,,"{""EDA"": 1.753000020980835, ""ECG"": 0.2529999911785126}"
2025-01-30T15:15:29.035355+00:00,,,,,,,"{""EDA"": 1.5180000066757202, ""ECG"": -0.8320000171661377}"
2025-01-30T15:15:29.035355+00:00,,,,,,,"{""EDA"": 1.1050000190734863, ""ECG"": -0.6919999718666077}"
2025-01-30T15:15:29.036404+00:00,,,,,,,"{""EDA"": 0.8339999914169312, ""ECG"": 0.49300000071525574}"
2025-01-30T15:15:30.020451+00:00,,,,,,,"{""EDA"": 0.652999997138977, ""ECG"": 0.9350000023841858}"
2025-01-30T15:15:30.020451+00:00,,,,,,,"{""EDA"": 0.503000020980835, ""ECG"": -0.01899999938905239}"
2025-01-30T15:15:30.020970+00:00,,,,,,,"{""EDA"": 0.26499998569488525, ""ECG"": -0.9710000157356262}"
2025-01-30T15:15:30.021522+00:00,,,,,,,"{""EDA"": 0.07199999690055847, ""ECG"": -0.48899999260902405}"
2025-01-30T15:15:30.021522+00:00,,,,,,,"{""EDA"": -0.01899999938905239, ""ECG"": 0.718999981880188}"
2025-01-30T15:15:31.022038+00:00,,,,,,,"{""EDA"": 0.09099999815225601, ""ECG"": 0.8820000290870667}"
2025-01-30T15:15:31.024074+00:00,,,,,,,"{""EDA"": 0.020999999716877937, ""ECG"": -0.328000009059906}"
2025-01-30T15:15:31.024074+00:00,,,,,,,"{""EDA"": 0.0560000017285347, ""ECG"": -0.9670000076293945}"
2025-01-30T15:15:31.024074+00:00,,,,,,,"{""EDA"": 0.1899999976158142, ""ECG"": -0.19499999284744263}"
2025-01-30T15:15:32.025241+00:00,,,,,,,"{""EDA"": 0.19699999690055847, ""ECG"": 0.8949999809265137}"
2025-01-30T15:15:32.026968+00:00,,,,,,,"{""EDA"": 0.31200000643730164, ""ECG"": 0.6269999742507935}"
2025-01-30T15:15:32.027637+00:00,,,,,,,"{""EDA"": 0.5490000247955322, ""ECG"": -0.5860000252723694}"
2025-01-30T15:15:32.027637+00:00,,,,,,,"{""EDA"": 0.8930000066757202, ""ECG"": -0.9390000104904175}"
2025-01-30T15:15:32.028141+00:00,,,,,,,"{""EDA"": 0.9890000224113464, ""ECG"": 0.1340000033378601}"
2025-01-30T15:15:33.024203+00:00,,,,,,,"{""EDA"": 1.2619999647140503, ""ECG"": 1.031000018119812}"
2025-01-30T15:15:33.024866+00:00,,,,,,,"{""EDA"": 1.63100004196167, ""ECG"": 0.3050000071525574}"
2025-01-30T15:15:33.025211+00:00,,,,,,,"{""EDA"": 1.9539999961853027, ""ECG"": -0.875}"
2025-01-30T15:15:33.025211+00:00,,,,,,,"{""EDA"": 2.2699999809265137, ""ECG"": -0.7310000061988831}"
2025-01-30T15:15:33.026210+00:00,,,,,,,"{""EDA"": 2.617000102996826, ""ECG"": 0.49300000071525574}"
2025-01-30T15:15:34.037391+00:00,,,,,,,"{""EDA"": 3.006999969482422, ""ECG"": 0.9869999885559082}"
2025-01-30T15:15:34.038407+00:00,,,,,,,"{""EDA"": 3.2249999046325684, ""ECG"": 0.009999999776482582}"
2025-01-30T15:15:34.038407+00:00,,,,,,,"{""EDA"": 3.5929999351501465, ""ECG"": -0.9470000267028809}"
2025-01-30T15:15:34.038407+00:00,,,,,,,"{""EDA"": 3.8519999980926514, ""ECG"": -0.4729999899864197}"
2025-01-30T15:15:34.038407+00:00,,,,,,,"{""EDA"": 4.070000171661377, ""ECG"": 0.753000020980835}"
2025-01-30T15:15:35.025407+00:00,,,,,,,"{""EDA"": 4.355000019073486, ""ECG"": 0.871999979019165}"
2025-01-30T15:15:35.025407+00:00,,,,,,,"{""EDA"": 4.505000114440918, ""ECG"": -0.34700000286102295}"
2025-01-30T15:15:35.025407+00:00,,,,,,,"{""EDA"": 4.7210001945495605, ""ECG"": -1.0390000343322754}"
2025-01-30T15:15:35.026945+00:00,,,,,,,"{""EDA"": 4.814000129699707, ""ECG"": -0.17599999904632568}"
2025-01-30T15:15:35.027469+00:00,,,,,,,"{""EDA"": 5.000999927520752, ""ECG"": 0.9269999861717224}"
2025-01-30T15:15:36.019223+00:00,,,,,,,"{""EDA"": 4.9120001792907715, ""ECG"": 0.6629999876022339}"
2025-01-30T15:15:36.020924+00:00,,,,,,,"{""EDA"": 4.994999885559082, ""ECG"": -0.6290000081062317}"
2025-01-30T15:15:36.020924+00:00,,,,,,,"{""EDA"": 4.948999881744385, ""ECG"": -0.9509999752044678}"
2025-01-30T15:15:36.020924+00:00,,,,,,,"{""EDA"": 4.789000034332275, ""ECG"": 0.09300000220537186}"
2025-01-30T15:15:37.030910+00:00,,,,,,,"{""EDA"": 4.74399995803833, ""ECG"": 0.9480000138282776}"
2025-01-30T15:15:37.032503+00:00,,,,,,,"{""EDA"": 4.525000095367432, ""ECG"": 0.3540000021457672}"
2025-01-30T15:15:37.032894+00:00,,,,,,,"{""EDA"": 4.348999977111816, ""ECG"": -0.8209999799728394}"
2025-01-30T15:15:37.034248+00:00,,,,,,,"{""EDA"": 4.163000106811523, ""ECG"": -0.718999981880188}"
2025-01-30T15:15:37.034248+00:00,,,,,,,"{""EDA"": 3.9579999446868896, ""ECG"": 0.3889999985694885}"
2025-01-30T15:15:38.035349+00:00,,,,,,,"{""EDA"": 3.5899999141693115, ""ECG"": 0.9909999966621399}"
2025-01-30T15:15:38.036341+00:00,,,,,,,"{""EDA"": 3.2079999446868896, ""ECG"": 0.052000001072883606}"
2025-01-30T15:15:38.036341+00:00,,,,,,,"{""EDA"": 2.9760000705718994, ""ECG"": -0.9649999737739563}"
2025-01-30T15:15:38.038003+00:00,,,,,,,"{""EDA"": 2.687999963760376, ""ECG"": -0.49900001287460327}"
2025-01-30T15:15:38.038003+00:00,,,,,,,"{""EDA"": 2.2750000953674316, ""ECG"": 0.6949999928474426}"
2025-01-30T15:15:39.020398+00:00,,,,,,,"{""EDA"": 1.9709999561309814, ""ECG"": 0.8479999899864197}"
2025-01-30T15:15:39.020955+00:00,,,,,,,"{""EDA"": 1.6449999809265137, ""ECG"": -0.3019999861717224}"
2025-01-30T15:15:39.020955+00:00,,,,,,,"{""EDA"": 1.3619999885559082, ""ECG"": -1.0410000085830688}"
2025-01-30T15:15:39.020955+00:00,,,,,,,"{""EDA"": 1.1009999513626099, ""ECG"": -0.25099998712539673}"
2025-01-30T15:15:39.020955+00:00,,,,,,,"{""EDA"": 0.8980000019073486, ""ECG"": 0.8600000143051147}"
2025-01-30T15:15:40.305226+00:00,,,,,,,"{""EDA"": 0.5929999947547913, ""ECG"": 0.656000018119812}"
2025-01-30T15:15:40.306873+00:00,,,,,,,"{""EDA"": 0.3619999885559082, ""ECG"": -0.531000018119812}"
2025-01-30T15:15:40.306873+00:00,,,,,,,"{""EDA"": 0.16300000250339508, ""ECG"": -0.875}"
2025-01-30T15:15:40.306873+00:00,,,,,,,"{""EDA"": 0.19599999487400055, ""ECG"": 0.1550000011920929}"
2025-01-30T15:15:40.306873+00:00,,,,,,,"{""EDA"": -0.0430000014603138, ""ECG"": 0.9990000128746033}"
2025-01-30T15:15:40.308652+00:00,,,,,,,"{""EDA"": 0.006000000052154064, ""ECG"": 0.30000001192092896}"
2025-01-30T15:15:41.312914+00:00,,,,,,,"{""EDA"": -0.019999999552965164, ""ECG"": -0.8100000023841858}"
2025-01-30T15:15:41.314206+00:00,,,,,,,"{""EDA"": 0.029999999329447746, ""ECG"": -0.7730000019073486}"
2025-01-30T15:15:41.314206+00:00,,,,,,,"{""EDA"": 0.06499999761581421, ""ECG"": 0.4269999861717224}"
2025-01-30T15:15:41.317311+00:00,,,,,,,"{""EDA"": 0.23600000143051147, ""ECG"": 0.875}"
2025-01-30T15:15:42.461337+00:00,,,,,,,"{""EDA"": 0.5419999957084656, ""ECG"": -0.38199999928474426}"
2025-01-30T15:15:42.473098+00:00,,,,,,,"{""EDA"": 0.6830000281333923, ""ECG"": -1.003999948501587}"
2025-01-30T15:15:42.477222+00:00,,,,,,,"{""EDA"": 0.9819999933242798, ""ECG"": -0.0010000000474974513}"
2025-01-30T15:15:42.485377+00:00,,,,,,,"{""EDA"": 1.3170000314712524, ""ECG"": 0.9829999804496765}"
2025-01-30T15:15:42.491886+00:00,,,,,,,"{""EDA"": 1.7339999675750732, ""ECG"": 0.25600001215934753}"
2025-01-30T15:15:43.343904+00:00,,,,,,,"{""EDA"": 2.063999891281128, ""ECG"": -0.9290000200271606}"
2025-01-30T15:15:43.345233+00:00,,,,,,,"{""EDA"": 2.4739999771118164, ""ECG"": -0.42500001192092896}"
2025-01-30T15:15:43.347855+00:00,,,,,,,"{""EDA"": 2.740999937057495, ""ECG"": 0.8560000061988831}"
2025-01-30T15:15:43.352685+00:00,,,,,,,"{""EDA"": 3.0390000343322754, ""ECG"": 0.6570000052452087}"
2025-01-30T15:15:44.304264+00:00,,,,,,,"{""EDA"": 3.4210000038146973, ""ECG"": -0.7630000114440918}"
2025-01-30T15:15:44.305191+00:00,,,,,,,"{""EDA"": 3.7860000133514404, ""ECG"": -0.8230000138282776}"
2025-01-30T15:15:44.305191+00:00,,,,,,,"{""EDA"": 3.990999937057495, ""ECG"": 0.30799999833106995}"
2025-01-30T15:15:44.306200+00:00,,,,,,,"{""EDA"": 4.252999782562256, ""ECG"": 0.9509999752044678}"
2025-01-30T15:15:45.298743+00:00,,,,,,,"{""EDA"": 4.519999980926514, ""ECG"": 0.10000000149011612}"
2025-01-30T15:15:45.303214+00:00,,,,,,,"{""EDA"": 4.671000003814697, ""ECG"": -0.984000027179718}"
2025-01-30T15:15:45.304223+00:00,,,,,,,"{""EDA"": 4.752999782562256, ""ECG"": -0.5910000205039978}"
2025-01-30T15:15:45.305898+00:00,,,,,,,"{""EDA"": 4.936999797821045, ""ECG"": 0.6850000023841858}"
2025-01-30T15:15:45.307634+00:00,,,,,,,"{""EDA"": 4.908999919891357, ""ECG"": 0.777999997138977}"
2025-01-30T15:15:46.298435+00:00,,,,,,,"{""EDA"": 5.0960001945495605, ""ECG"": -0.3959999978542328}"
2025-01-30T15:15:46.298435+00:00,,,,,,,"{""EDA"": 4.932000160217285, ""ECG"": -1.003000020980835}"
2025-01-30T15:15:46.299444+00:00,,,,,,,"{""EDA"": 4.88700008392334, ""ECG"": -0.04699999839067459}"
2025-01-30T15:15:46.299951+00:00,,,,,,,"{""EDA"": 4.709000110626221, ""ECG"": 0.9610000252723694}"
2025-01-30T15:15:46.299951+00:00,,,,,,,"{""EDA"": 4.505000114440918, ""ECG"": 0.4749999940395355}"
2025-01-30T15:15:47.297572+00:00,,,,,,,"{""EDA"": 4.316999912261963, ""ECG"": -0.6970000267028809}"
2025-01-30T15:15:47.299302+00:00,,,,,,,"{""EDA"": 4.202000141143799, ""ECG"": -0.8529999852180481}"
2025-01-30T15:15:47.299302+00:00,,,,,,,"{""EDA"": 3.9010000228881836, ""ECG"": 0.2939999997615814}"
2025-01-30T15:15:47.299302+00:00,,,,,,,"{""EDA"": 3.6459999084472656, ""ECG"": 0.9580000042915344}"
2025-01-30T15:15:48.299035+00:00,,,,,,,"{""EDA"": 3.3550000190734863, ""ECG"": 0.17399999499320984}"
2025-01-30T15:15:48.299035+00:00,,,,,,,"{""EDA"": 2.993000030517578, ""ECG"": -0.8610000014305115}"
2025-01-30T15:15:48.300042+00:00,,,,,,,"{""EDA"": 2.631999969482422, ""ECG"": -0.5849999785423279}"
2025-01-30T15:15:48.300548+00:00,,,,,,,"{""EDA"": 2.438999891281128, ""ECG"": 0.578000009059906}"
2025-01-30T15:15:48.300911+00:00,,,,,,,"{""EDA"": 1.9149999618530273, ""ECG"": 0.8980000019073486}"
2025-01-30T15:15:49.294346+00:00,,,,,,,"{""EDA"": 1.6100000143051147, ""ECG"": -0.11699999868869781}"
2025-01-30T15:15:49.294879+00:00,,,,,,,"{""EDA"": 1.3799999952316284, ""ECG"": -1.0069999694824219}"
2025-01-30T15:15:49.294879+00:00,,,,,,,"{""EDA"": 1.0130000114440918, ""ECG"": -0.41499999165534973}"
2025-01-30T15:15:49.294879+00:00,,,,,,,"{""EDA"": 0.8220000267028809, ""ECG"": 0.8420000076293945}"
2025-01-30T15:15:49.295885+00:00,,,,,,,"{""EDA"": 0.5559999942779541, ""ECG"": 0.8180000185966492}"
2025-01-30T15:15:50.292072+00:00,,,,,,,"{""EDA"": 0.375, ""ECG"": -0.39100000262260437}"
2025-01-30T15:15:50.292072+00:00,,,,,,,"{""EDA"": 0.16899999976158142, ""ECG"": -0.9589999914169312}"
2025-01-30T15:15:50.293621+00:00,,,,,,,"{""EDA"": 0.1459999978542328, ""ECG"": -0.1120000034570694}"
