received_timestamp,cardIndex,currentReward,finalKontostand,klickZeiten,timestamp,,values
2025-01-30T15:20:51.057921+00:00,,,,,,,"{""EDA"": 0.4449999928474426, ""ECG"": 0.2150000035762787}"
2025-01-30T15:20:51.057921+00:00,,,,,,,"{""EDA"": 0.30399999022483826, ""ECG"": -0.9049999713897705}"
2025-01-30T15:20:51.058938+00:00,,,,,,,"{""EDA"": 0.21699999272823334, ""ECG"": -0.6840000152587891}"
2025-01-30T15:20:51.058938+00:00,,,,,,,"{""EDA"": 0.10599999874830246, ""ECG"": 0.6000000238418579}"
2025-01-30T15:20:51.059957+00:00,,,,,,,"{""EDA"": -0.02199999988079071, ""ECG"": 0.8899999856948853}"
2025-01-30T15:20:51.059957+00:00,,,,,,,"{""EDA"": -0.03799999877810478, ""ECG"": -0.08299999684095383}"
2025-01-30T15:20:51.059957+00:00,,,,,,,"{""EDA"": -0.035999998450279236, ""ECG"": -1.0420000553131104}"
2025-01-30T15:20:51.059957+00:00,,,,,,,"{""EDA"": 0.13699999451637268, ""ECG"": -0.3490000069141388}"
2025-01-30T15:20:51.061489+00:00,,,,,,,"{""EDA"": 0.2759999930858612, ""ECG"": 0.8460000157356262}"
2025-01-30T15:20:51.061489+00:00,,,,,,,"{""EDA"": 0.2770000100135803, ""ECG"": 0.6800000071525574}"
2025-01-30T15:20:51.061489+00:00,,,,,,,"{""EDA"": 0.5730000138282776, ""ECG"": -0.5080000162124634}"
2025-01-30T15:20:51.063164+00:00,,,,,,,"{""EDA"": 0.8840000033378601, ""ECG"": -0.9290000200271606}"
2025-01-30T15:20:51.064700+00:00,,,,,,,"{""EDA"": 1.0410000085830688, ""ECG"": 0.1679999977350235}"
2025-01-30T15:20:51.064700+00:00,,,,,,,"{""EDA"": 1.3839999437332153, ""ECG"": 1.0010000467300415}"
2025-01-30T15:20:51.064700+00:00,,,,,,,"{""EDA"": 1.7489999532699585, ""ECG"": 0.257999986410141}"
2025-01-30T15:20:51.066206+00:00,,,,,,,"{""EDA"": 1.9129999876022339, ""ECG"": -0.8889999985694885}"
2025-01-30T15:20:51.066206+00:00,,,,,,,"{""EDA"": 2.3459999561309814, ""ECG"": -0.6119999885559082}"
2025-01-30T15:20:51.067506+00:00,,,,,,,"{""EDA"": 2.7100000381469727, ""ECG"": 0.6809999942779541}"
2025-01-30T15:20:51.067506+00:00,,,,,,,"{""EDA"": 2.9549999237060547, ""ECG"": 0.9150000214576721}"
2025-01-30T15:20:51.068486+00:00,,,,,,,"{""EDA"": 3.2639999389648438, ""ECG"": -0.2460000067949295}"
2025-01-30T15:20:51.068486+00:00,,,,,,,"{""EDA"": 3.694000005722046, ""ECG"": -0.9599999785423279}"
2025-01-30T15:20:51.068486+00:00,,,,,,,"{""EDA"": 4.035999774932861, ""ECG"": -0.19499999284744263}"
2025-01-30T15:20:51.069850+00:00,,,,,,,"{""EDA"": 4.129000186920166, ""ECG"": 0.9760000109672546}"
2025-01-30T15:20:51.069850+00:00,,,,,,,"{""EDA"": 4.410999774932861, ""ECG"": 0.5019999742507935}"
2025-01-30T15:20:51.069850+00:00,,,,,,,"{""EDA"": 4.692999839782715, ""ECG"": -0.7509999871253967}"
2025-01-30T15:20:51.071369+00:00,,,,,,,"{""EDA"": 4.861000061035156, ""ECG"": -0.8500000238418579}"
2025-01-30T15:20:51.071369+00:00,,,,,,,"{""EDA"": 4.886000156402588, ""ECG"": 0.3100000023841858}"
2025-01-30T15:20:51.072405+00:00,,,,,,,"{""EDA"": 4.998000144958496, ""ECG"": 1.034000039100647}"
2025-01-30T15:20:51.072405+00:00,,,,,,,"{""EDA"": 5.076000213623047, ""ECG"": 0.10199999809265137}"
2025-01-30T15:20:51.072405+00:00,,,,,,,"{""EDA"": 4.89900016784668, ""ECG"": -0.9610000252723694}"
2025-01-30T15:20:51.073424+00:00,,,,,,,"{""EDA"": 4.968999862670898, ""ECG"": -0.5529999732971191}"
2025-01-30T15:20:51.073424+00:00,,,,,,,"{""EDA"": 4.769999980926514, ""ECG"": 0.7099999785423279}"
2025-01-30T15:20:51.074496+00:00,,,,,,,"{""EDA"": 4.611000061035156, ""ECG"": 0.8349999785423279}"
2025-01-30T15:20:51.074496+00:00,,,,,,,"{""EDA"": 4.531000137329102, ""ECG"": -0.22100000083446503}"
2025-01-30T15:20:51.074496+00:00,,,,,,,"{""EDA"": 4.163000106811523, ""ECG"": -1.031000018119812}"
2025-01-30T15:20:51.074496+00:00,,,,,,,"{""EDA"": 3.9570000171661377, ""ECG"": -0.17800000309944153}"
2025-01-30T15:20:51.076046+00:00,,,,,,,"{""EDA"": 3.7869999408721924, ""ECG"": 0.8450000286102295}"
2025-01-30T15:20:51.076046+00:00,,,,,,,"{""EDA"": 3.4649999141693115, ""ECG"": 0.7149999737739563}"
2025-01-30T15:20:51.076046+00:00,,,,,,,"{""EDA"": 3.128999948501587, ""ECG"": -0.5569999814033508}"
2025-01-30T15:20:51.077262+00:00,,,,,,,"{""EDA"": 2.740000009536743, ""ECG"": -0.9399999976158142}"
2025-01-30T15:20:51.077262+00:00,,,,,,,"{""EDA"": 2.4549999237060547, ""ECG"": 0.1420000046491623}"
2025-01-30T15:20:51.078440+00:00,,,,,,,"{""EDA"": 2.1600000858306885, ""ECG"": 0.9919999837875366}"
2025-01-30T15:20:51.078440+00:00,,,,,,,"{""EDA"": 1.8079999685287476, ""ECG"": 0.44200000166893005}"
2025-01-30T15:20:51.079826+00:00,,,,,,,"{""EDA"": 1.5529999732971191, ""ECG"": -0.796999990940094}"
2025-01-30T15:20:51.080836+00:00,,,,,,,"{""EDA"": 1.2419999837875366, ""ECG"": -0.7549999952316284}"
2025-01-30T15:20:51.080836+00:00,,,,,,,"{""EDA"": 0.902999997138977, ""ECG"": 0.36899998784065247}"
2025-01-30T15:20:51.081944+00:00,,,,,,,"{""EDA"": 0.6779999732971191, ""ECG"": 0.996999979019165}"
2025-01-30T15:20:51.081944+00:00,,,,,,,"{""EDA"": 0.5170000195503235, ""ECG"": 0.0689999982714653}"
2025-01-30T15:20:51.081944+00:00,,,,,,,"{""EDA"": 0.20800000429153442, ""ECG"": -0.9670000076293945}"
2025-01-30T15:20:51.083453+00:00,,,,,,,"{""EDA"": 0.19499999284744263, ""ECG"": -0.5080000162124634}"
2025-01-30T15:20:51.084761+00:00,,,,,,,"{""EDA"": 0.11299999803304672, ""ECG"": 0.718999981880188}"
2025-01-30T15:20:51.085306+00:00,,,,,,,"{""EDA"": 0.020999999716877937, ""ECG"": 0.800000011920929}"
2025-01-30T15:20:51.085845+00:00,,,,,,,"{""EDA"": 0.06400000303983688, ""ECG"": -0.2980000078678131}"
2025-01-30T15:20:51.085845+00:00,,,,,,,"{""EDA"": 0.10999999940395355, ""ECG"": -0.9629999995231628}"
2025-01-30T15:20:51.085845+00:00,,,,,,,"{""EDA"": 0.06700000166893005, ""ECG"": -0.1599999964237213}"
2025-01-30T15:20:51.086892+00:00,,,,,,,"{""EDA"": 0.20499999821186066, ""ECG"": 0.9419999718666077}"
2025-01-30T15:20:51.086892+00:00,,,,,,,"{""EDA"": 0.45500001311302185, ""ECG"": 0.5820000171661377}"
2025-01-30T15:20:51.086892+00:00,,,,,,,"{""EDA"": 0.574999988079071, ""ECG"": -0.5590000152587891}"
2025-01-30T15:20:51.087907+00:00,,,,,,,"{""EDA"": 0.8769999742507935, ""ECG"": -0.9020000100135803}"
2025-01-30T15:20:51.087907+00:00,,,,,,,"{""EDA"": 1.0410000085830688, ""ECG"": 0.07400000095367432}"
2025-01-30T15:20:51.088940+00:00,,,,,,,"{""EDA"": 1.312000036239624, ""ECG"": 0.9789999723434448}"
2025-01-30T15:20:51.088940+00:00,,,,,,,"{""EDA"": 1.722000002861023, ""ECG"": 0.39399999380111694}"
2025-01-30T15:20:51.088940+00:00,,,,,,,"{""EDA"": 1.9470000267028809, ""ECG"": -0.7929999828338623}"
2025-01-30T15:20:51.088940+00:00,,,,,,,"{""EDA"": 2.3269999027252197, ""ECG"": -0.7850000262260437}"
2025-01-30T15:20:51.090449+00:00,,,,,,,"{""EDA"": 2.609999895095825, ""ECG"": 0.4830000102519989}"
2025-01-30T15:20:51.090449+00:00,,,,,,,"{""EDA"": 2.878999948501587, ""ECG"": 1.0180000066757202}"
2025-01-30T15:20:51.091473+00:00,,,,,,,"{""EDA"": 3.194000005722046, ""ECG"": 0.06400000303983688}"
2025-01-30T15:20:51.091473+00:00,,,,,,,"{""EDA"": 3.4709999561309814, ""ECG"": -1.0049999952316284}"
2025-01-30T15:20:51.091473+00:00,,,,,,,"{""EDA"": 3.815999984741211, ""ECG"": -0.47099998593330383}"
2025-01-30T15:20:52.041785+00:00,,,,,,,"{""EDA"": 0.44600000977516174, ""ECG"": 0.0860000029206276}"
2025-01-30T15:20:52.042780+00:00,,,,,,,"{""EDA"": 0.6610000133514404, ""ECG"": -0.8999999761581421}"
2025-01-30T15:20:53.104281+00:00,,,,,,,"{""EDA"": 0.921999990940094, ""ECG"": -0.5839999914169312}"
2025-01-30T15:20:53.104281+00:00,,,,,,,"{""EDA"": 1.2740000486373901, ""ECG"": 0.640999972820282}"
2025-01-30T15:20:53.106012+00:00,,,,,,,"{""EDA"": 1.4869999885559082, ""ECG"": 0.8389999866485596}"
2025-01-30T15:20:53.106012+00:00,,,,,,,"{""EDA"": 1.86899995803833, ""ECG"": -0.20900000631809235}"
2025-01-30T15:20:53.107042+00:00,,,,,,,"{""EDA"": 2.1440000534057617, ""ECG"": -0.9599999785423279}"
2025-01-30T15:20:54.042448+00:00,,,,,,,"{""EDA"": 2.4260001182556152, ""ECG"": -0.27399998903274536}"
2025-01-30T15:20:54.042955+00:00,,,,,,,"{""EDA"": 2.6740000247955322, ""ECG"": 0.8629999756813049}"
2025-01-30T15:20:54.042955+00:00,,,,,,,"{""EDA"": 3.066999912261963, ""ECG"": 0.675000011920929}"
2025-01-30T15:20:54.043499+00:00,,,,,,,"{""EDA"": 3.3359999656677246, ""ECG"": -0.4959999918937683}"
